epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1141.31,1.46074,1.03358,0.99007,0.46851,0.16409,0.15225,0.08778,1.5377,1.02928,0.99013,0.000587764,0.000587764,0.000587764
